,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.351) → (55.64,12.415)",4.843549457749,150.20410681114046,"(55.665,12.351)","(55.64,12.415)",Albertslund,Brøndby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.353) → (55.647,12.285)",4.7329774561998,1901.3558426421403,"(55.665,12.353)","(55.647,12.285)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.64,12.371)",2.8911984653845,446.604202685061,"(55.665,12.357)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.748,12.265)",10.895146713845,392.92512862915896,"(55.665,12.359)","(55.748,12.265)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.753,12.245)",12.076251796018,392.3736923590179,"(55.665,12.359)","(55.753,12.245)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.616,12.357)",5.5174630440274,891.6588521078248,"(55.665,12.36)","(55.616,12.357)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.675,12.458)",6.2381952909143,969.8190875221655,"(55.665,12.36)","(55.675,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.64,12.078)",17.979932803602,607.2228741952929,"(55.665,12.361)","(55.64,12.078)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.362) → (55.749,12.269)",10.979679352677,393.0873433568144,"(55.665,12.362)","(55.749,12.269)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.741,12.288)",9.643244396208098,392.42872693659564,"(55.665,12.363)","(55.741,12.288)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.634,12.622)",16.666409309088,370.7165189381339,"(55.665,12.363)","(55.634,12.622)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.366) → (55.616,12.361)",5.527206890342799,890.0183753509431,"(55.665,12.366)","(55.616,12.361)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.366) → (55.645,12.089)",17.502602413698998,607.2080913641848,"(55.665,12.366)","(55.645,12.089)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.371) → (55.726,12.379)",6.7324849818275,449.8573211224389,"(55.665,12.371)","(55.726,12.379)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
